0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,angle,yarnwidth,yarnheight,space,epoxy_e,epoxy_v,yield_strength_1,plastic_strain_1,yield_strength_2,plastic_strain_2,fibre_density (kg/m^3),fibre_lineardensity (kg/m),fibre_e1,fibre_e2,fibre_e3,fibre_g12,fibre_g23,fibre_g13,fibre_v1,fibre_v2,fibre_v3,S_0,E_0,S_1,E_1,S_2,E_2,S_3,E_3,S_4,E_4,S_5,E_5,S_6,E_6,S_7,E_7,S_8,E_8,S_9,E_9,S_10,E_10,S_11,E_11,S_12,E_12,S_13,E_13,S_14,E_14,S_15,E_15,S_16,E_16,S_17,E_17,S_18,E_18,S_19,E_19,S_20,E_20
0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,30,0.728727481,0.273012166,1.649542886,25000,0.2,4,0,400,0.3,1780,0.000278136,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1304493.78,2.47E-05,2608987.56,4.93E-05,3913194.29,7.40E-05,5193392.6,9.86E-05,6350587.34,0.0001233,7315243.87,0.0001479,8133318.94,0.0001726,8871327.25,0.0001972,9568303.6,0.0002219,10243245.14,0.0002465,10903738.6,0.0002712,11553257.07,0.0002958,12194252.7,0.0003205,12828099.81,0.0003451,13455863.18,0.0003698,14078388.46,0.0003945,14696334.85,0.0004191,15310270.17,0.0004438,15920691.36,0.0004684,16527991.9,0.0004931
1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,30,0.945198521,0.212831571,2.185266393,25000,0.2,4,0,400,0.3,1780,0.000281235,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1354945.04,2.47E-05,2709890.07,4.94E-05,4064750.02,7.41E-05,5415883.16,9.88E-05,6730087.29,0.0001236,7915218.86,0.0001483,8913676.75,0.000173,9815319.04,0.0001977,10680224.16,0.0002224,11528449.86,0.0002471,12367387.45,0.0002718,13200485.66,0.0002965,14029268.43,0.0003212,14854601.56,0.000346,15677003.27,0.0003707,16496843.7,0.0003954,17314425.31,0.0004201,18129981,0.0004448,18943729.27,0.0004695,19755832.62,0.0004942
0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,30,0.971837124,0.106748337,1.960309195,25000,0.2,4,0,400,0.3,1780,0.000145032,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1581089.72,2.48E-05,3162179.44,4.97E-05,4743264.4,7.45E-05,6317265.23,9.93E-05,7828476.59,0.0001241,9202545.74,0.000149,10453052.02,0.0001738,11637688.27,0.0001986,12795697.59,0.0002234,13939272.8,0.0002483,15074109.48,0.0002731,16203187.36,0.0002979,17328009.34,0.0003227,18449542.59,0.0003476,19568381.04,0.0003724,20684877.85,0.0003972,21799283.83,0.000422,22911767.54,0.0004469,24022501.53,0.0004717,25131622.26,0.0004965
0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,30,0.694969147,0.185616637,1.729859516,25000,0.2,4,0,400,0.3,1780,0.00018034,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1220844.06,2.47E-05,2441688.13,4.93E-05,3662334.81,7.40E-05,4838472.7,9.87E-05,5829826.71,0.0001233,6643101.76,0.000148,7349864.46,0.0001727,7993548.18,0.0001973,8605272.97,0.000222,9197422.11,0.0002466,9776199.34,0.0002713,10345294.35,0.000296,10906291.4,0.0003206,11460457.68,0.0003453,12008740.6,0.00037,12551949.64,0.0003946,13090704.65,0.0004193,13625550.93,0.000444,14157015.5,0.0004686,14685476.27,0.0004933
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,30,0.250784647,0.275132942,0.519875486,25000,0.2,4,0,400,0.3,1780,9.65E-05,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1038340.99,2.44E-05,2076681.99,4.87E-05,3113593.63,7.31E-05,4104830.21,9.75E-05,4921297.46,0.0001218,5561529.41,0.0001462,6098679.9,0.0001706,6581957.88,0.0001949,7034640.77,0.0002193,7468835.29,0.0002436,7890496.31,0.000268,8302899.21,0.0002924,8708111.38,0.0003167,9107647.58,0.0003411,9502593.25,0.0003655,9893642.65,0.0003898,10281373.37,0.0004142,10666134.01,0.0004386,11048405.26,0.0004629,11428507.11,0.0004873
0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,30,0.836054192,0.378119704,1.707449708,25000,0.2,4,0,400,0.3,1780,0.00044195,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1367241.6,2.50E-05,2734482.88,5.00E-05,4098303.87,7.50E-05,5397855.45,0.0001,6518815.85,0.0001249,7441158.62,0.0001499,8247321.51,0.0001749,8996225.97,0.0001999,9715131.54,0.0002249,10414516.3,0.0002499,11099888.86,0.0002749,11773974.94,0.0002999,12439037.8,0.0003249,13096802.23,0.0003498,13748325.72,0.0003748,14394482.37,0.0003998,15035984.99,0.0004248,15673394.19,0.0004498,16307253.67,0.0004748,16937993.99,0.0004998
1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,30,0.403786004,0.398991121,0.827400996,25000,0.2,4,0,400,0.3,1780,0.000225229,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1085949.93,2.50E-05,2171899.87,5.00E-05,3256445.77,7.49E-05,4296697.01,9.99E-05,5147400.89,0.0001249,5798962.74,0.0001499,6351619.42,0.0001748,6851010.33,0.0001998,7318833.01,0.0002248,7766311.46,0.0002498,8200058.33,0.0002748,8624104.34,0.0002997,9040799.33,0.0003247,9451674.68,0.0003497,9857898.65,0.0003747,10260191.14,0.0003996,10659100.98,0.0004246,11055103.86,0.0004496,11448576.27,0.0004746,11839849.55,0.0004996
0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,30,0.84416112,0.104048081,1.941298223,25000,0.2,4,0,400,0.3,1780,0.000122792,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1342358.05,2.47E-05,2684716.11,4.95E-05,4027057.53,7.42E-05,5353586.13,9.89E-05,6557317.04,0.0001236,7593582.29,0.0001484,8517974.93,0.0001731,9379150.57,0.0001978,10208588.3,0.0002225,11021966.35,0.0002473,11825785.09,0.000272,12622841.53,0.0002967,13414634.47,0.0003214,14201939.31,0.0003462,14985027.33,0.0003709,15764128.23,0.0003956,16539619.32,0.0004203,17311849.82,0.0004451,18081150.27,0.0004698,18847755.58,0.0004945
1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,30,0.549938237,0.108689769,1.253619017,25000,0.2,4,0,400,0.3,1780,8.36E-05,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1362427.85,2.50E-05,2724855.31,5.00E-05,4084664.06,7.50E-05,5392113.32,0.0001,6561220.66,0.000125,7583610.18,0.00015,8499855.08,0.000175,9352349.42,0.0002,10168338.72,0.0002249,10963224.97,0.0002499,11744731.54,0.0002749,12516577.17,0.0002999,13280952.93,0.0003249,14039340.29,0.0003499,14792730.79,0.0003749,15541905.6,0.0003999,16287445.63,0.0004249,17029785.38,0.0004499,17769242.26,0.0004749,18506133.68,0.0004999
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,30,0.464731149,0.379803435,1.048172464,25000,0.2,4,0,400,0.3,1780,0.000246758,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1166576.06,2.48E-05,2333152.11,4.96E-05,3494817.57,7.44E-05,4590917.81,9.92E-05,5499310.65,0.000124,6216812.1,0.0001488,6826513.43,0.0001736,7375730.75,0.0001984,7888038.54,0.0002232,8377589.28,0.0002481,8852519.76,0.0002729,9317113.27,0.0002977,9774058.87,0.0003225,10224996.68,0.0003473,10670995.14,0.0003721,11112834.77,0.0003969,11551145.24,0.0004217,11986424.39,0.0004465,12419078.3,0.0004713,12849438.15,0.0004961
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,30,0.814435089,0.117724599,1.733550472,25000,0.2,4,0,400,0.3,1780,0.00013404,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1412688.85,2.50E-05,2825377.7,5.00E-05,4235981.04,7.50E-05,5578289.39,0.0001,6746212.35,0.000125,7767859.27,0.00015,8706084.71,0.000175,9597741.98,0.0002,10465146.87,0.000225,11317555.93,0.00025,12158913.31,0.000275,12991267.22,0.0003,13815727.66,0.000325,14633170.08,0.00035,15444462.75,0.000375,16250227,0.0003999,17050995.72,0.0004249,17847247.28,0.0004499,18639377.74,0.0004749,19427845.9,0.0004999
1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,30,0.52547417,0.390410649,1.106322806,25000,0.2,4,0,400,0.3,1780,0.000286802,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1233516.78,2.47E-05,2466907.43,4.94E-05,3685583.87,7.41E-05,4807520.03,9.88E-05,5737682.71,0.0001235,6494696.37,0.0001482,7149658.65,0.0001729,7748006.36,0.0001977,8311632.78,0.0002224,8850995.81,0.0002471,9373598.99,0.0002718,9883782.96,0.0002965,10384550.69,0.0003212,10878067.16,0.0003459,11365691.43,0.0003706,11848410.24,0.0003953,12326918.67,0.00042,12801752.37,0.0004447,13273382.84,0.0004694,13742226.16,0.0004941
1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,30,0.691821984,0.363003599,1.461098254,25000,0.2,4,0,400,0.3,1780,0.000351087,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1316000.77,2.46E-05,2630448.07,4.93E-05,3939152.09,7.39E-05,5192068.09,9.86E-05,6260341.4,0.0001232,7136340.28,0.0001478,7897119.87,0.0001725,8599378.98,0.0001971,9270101,0.0002218,9920821.41,0.0002464,10557853.79,0.000271,11184696.54,0.0002957,11803527.57,0.0003203,12415834.41,0.0003449,13022738.88,0.0003696,13625044.52,0.0003942,14223397.34,0.0004189,14818228.79,0.0004435,15409994.89,0.0004681,15999121.55,0.0004928
1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,30,0.737965601,0.216509318,1.587867213,25000,0.2,4,0,400,0.3,1780,0.000223369,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1369085.13,2.48E-05,2738170.25,4.95E-05,4103915.1,7.43E-05,5418831.31,9.91E-05,6575642.41,0.0001239,7553457.56,0.0001486,8412088.86,0.0001734,9209201.21,0.0001982,9973968.15,0.0002229,10717720.89,0.0002477,11446894.2,0.0002725,12165143.61,0.0002973,12874881.34,0.000322,13577701.25,0.0003468,14274731.89,0.0003716,14966803.78,0.0003963,15654572.81,0.0004211,16338636.22,0.0004459,17019419.04,0.0004707,17697312.11,0.0004954
0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,30,0.818372383,0.367112133,1.787696039,25000,0.2,4,0,400,0.3,1780,0.00042001,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1301056.27,2.50E-05,2601994.97,5.00E-05,3899948.13,7.50E-05,5139410.13,9.99E-05,6190272.49,0.0001249,7039630.78,0.0001499,7765281.8,0.0001749,8428025.76,0.0001999,9055397.09,0.0002249,9660344.71,0.0002499,10250166.17,0.0002748,10828558.88,0.0002998,11397586.84,0.0003248,11959177.77,0.0003498,12514665,0.0003748,13065010.8,0.0003998,13610982.92,0.0004248,14153139.28,0.0004497,14691971.23,0.0004747,15227888.26,0.0004997
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,30,0.419323978,0.395164137,0.888685833,25000,0.2,4,0,400,0.3,1780,0.000231653,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1173319.34,2.48E-05,2343292.89,4.95E-05,3506065.46,7.43E-05,4602933.23,9.90E-05,5517450.78,0.0001238,6253010.53,0.0001485,6891134.65,0.0001733,7472270.21,0.000198,8019838.58,0.0002228,8546147.37,0.0002476,9058869.77,0.0002723,9562095.57,0.0002971,10057908.83,0.0003218,10547658.26,0.0003466,11032425.33,0.0003713,11513041.04,0.0003961,11990109.21,0.0004208,12464155.91,0.0004456,12935566.17,0.0004704,13404664.01,0.0004951
1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,30,0.451292611,0.272341279,0.95068369,25000,0.2,4,0,400,0.3,1780,0.000171823,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1233288.93,2.45E-05,2463816.82,4.91E-05,3690555.55,7.36E-05,4852999.31,9.82E-05,5810859.74,0.0001227,6571221.51,0.0001473,7222484.07,0.0001718,7818937.55,0.0001964,8383748,0.0002209,8928652.12,0.0002454,9459532.87,0.00027,9979975.14,0.0002945,10492120.47,0.0003191,10997510.35,0.0003436,11497213.52,0.0003682,11992032.75,0.0003927,12482631.34,0.0004172,12969575.3,0.0004418,13453360.87,0.0004663,13934356.19,0.0004909
1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,30,0.290517243,0.399627795,0.684742941,25000,0.2,4,0,400,0.3,1780,0.000162307,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1007452.88,2.43E-05,2013482.55,4.87E-05,3012533.14,7.30E-05,3967672.25,9.74E-05,4818284.56,0.0001217,5473242.47,0.000146,5988385.92,0.0001704,6431626.38,0.0001947,6841113.85,0.0002191,7231976.88,0.0002434,7610832.81,0.0002677,7981109.6,0.0002921,8344853.46,0.0003164,8703483.75,0.0003408,9057964.87,0.0003651,9408995.78,0.0003894,9757120.43,0.0004138,10102743.92,0.0004381,10446220.71,0.0004625,10787789.4,0.0004868
0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,30,0.624787827,0.398223895,1.40441553,25000,0.2,4,0,400,0.3,1780,0.000347832,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1211235.29,2.47E-05,2422466.07,4.94E-05,3631409.97,7.41E-05,4798060.09,9.87E-05,5791467.34,0.0001234,6568784.62,0.0001481,7224686.24,0.0001728,7814175.22,0.0001975,8366941.96,0.0002222,8897097.41,0.0002468,9412144.89,0.0002715,9916086.8,0.0002962,10411134.2,0.0003209,10898920.05,0.0003456,11380728.91,0.0003703,11857443.73,0.0003949,12329763.47,0.0004196,12798245.96,0.0004443,13263317.66,0.000469,13725387.73,0.0004937
1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,30,0.615280512,0.197594495,1.392218862,25000,0.2,4,0,400,0.3,1780,0.000169964,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1369151.51,2.49E-05,2738303.02,4.98E-05,4107299.7,7.47E-05,5454102.27,9.96E-05,6669714.93,0.0001245,7701209.54,0.0001494,8592298.88,0.0001743,9413301.22,0.0001992,10198462.54,0.0002241,10961840.53,0.000249,11710351.09,0.0002739,12447515.52,0.0002988,13176287.31,0.0003237,13898391.99,0.0003486,14614786.6,0.0003735,15326194.61,0.0003984,16033218.94,0.0004233,16736314.44,0.0004482,17435922.23,0.0004731,18132391.84,0.000498
0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,30,0.5874599,0.144239628,1.348752973,25000,0.2,4,0,400,0.3,1780,0.00011846,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1340492.94,2.47E-05,2680985.87,4.94E-05,4021374.8,7.41E-05,5350096.55,9.89E-05,6579953.81,0.0001236,7622390.92,0.0001483,8529246.37,0.000173,9368462.62,0.0001977,10174314.14,0.0002224,10961927.67,0.0002471,11738362.07,0.0002719,12506930.39,0.0002966,13269463.99,0.0003213,14027230.89,0.000346,14781023.2,0.0003707,15531431.23,0.0003954,16278869.39,0.0004201,17023640.91,0.0004449,17766051.21,0.0004696,18506343.09,0.0004943
0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,30,0.337986183,0.107847808,0.831139033,25000,0.2,4,0,400,0.3,1780,5.10E-05,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1318749.01,2.49E-05,2637498.02,4.97E-05,3956246.16,7.46E-05,5269265.28,9.95E-05,6513899.38,0.0001243,7575775.62,0.0001492,8466144.73,0.0001741,9273840.26,0.0001989,10051565.08,0.0002238,10813819.13,0.0002487,11565527.45,0.0002735,12309706.78,0.0002984,13047943.97,0.0003233,13781268.41,0.0003481,14510390.96,0.000373,15235830.4,0.0003978,15957908.8,0.0004227,16676968.11,0.0004476,17393313.99,0.0004724,18107164.26,0.0004973
0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,30,0.999728868,0.36739257,2.082981403,25000,0.2,4,0,400,0.3,1780,0.000513479,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1445209.46,2.50E-05,2890418.92,4.99E-05,4331300.65,7.49E-05,5726912.25,9.99E-05,7003843.04,0.0001248,8108572.63,0.0001498,9085921.78,0.0001747,9994195.67,0.0001997,10861323.32,0.0002247,11702948.22,0.0002496,12529092.59,0.0002746,13344213.94,0.0002996,14150735.24,0.0003245,14950092.95,0.0003495,15743420.63,0.0003745,16531578.63,0.0003994,17315223.17,0.0004244,18094943.54,0.0004494,18871212.69,0.0004743,19644418,0.0004993
0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,30,0.628852595,0.262649104,1.427120185,25000,0.2,4,0,400,0.3,1780,0.000230906,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1277876.75,2.48E-05,2555753.49,4.95E-05,3833559.53,7.43E-05,5091890.39,9.90E-05,6200902.83,0.0001238,7090502.65,0.0001486,7831807.63,0.0001733,8507317.51,0.0001981,9150724.34,0.0002228,9775024.27,0.0002476,10384613.57,0.0002723,10982784.54,0.0002971,11571769.78,0.0003219,12153075.96,0.0003466,12727803.13,0.0003714,13296840.75,0.0003961,13860897.9,0.0004209,14420580.62,0.0004457,14976353.8,0.0004704,15528647.6,0.0004952
0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,30,0.683577643,0.117245366,1.660026622,25000,0.2,4,0,400,0.3,1780,0.000112045,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1348728.01,2.49E-05,2697456.02,4.98E-05,4046183.89,7.47E-05,5391129.61,9.96E-05,6684920.07,0.0001245,7844252.91,0.0001494,8841601.03,0.0001743,9736129.5,0.0001992,10595973.77,0.0002241,11442145.65,0.000249,12280876.72,0.0002739,13114688.97,0.0002988,13944885.45,0.0003237,14772182.41,0.0003486,15597048,0.0003735,16419823.1,0.0003984,17240732.05,0.0004233,18059942.08,0.0004482,18877579.37,0.0004731,19693767.98,0.000498
0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,30,0.872205524,0.224865856,1.902770577,25000,0.2,4,0,400,0.3,1780,0.00027419,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1423100.85,2.49E-05,2846201.7,4.98E-05,4268379.21,7.46E-05,5662248.73,9.95E-05,6946879.93,0.0001244,8066655.84,0.0001493,9049439.16,0.0001741,9958993.59,0.000199,10837593.06,0.0002239,11699461.37,0.0002488,12550188.33,0.0002736,13392439.31,0.0002985,14227762.89,0.0003234,15057267.01,0.0003483,15881675.93,0.0003731,16701707.99,0.000398,17517857.81,0.0004229,18330633.72,0.0004478,19140375.27,0.0004726,19947414.16,0.0004975
1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,30,0.463175811,0.223177212,1.132588769,25000,0.2,4,0,400,0.3,1780,0.000144513,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1239873.14,2.47E-05,2479735.48,4.94E-05,3718802.32,7.42E-05,4929846.03,9.89E-05,6040414.17,0.0001236,6979295.64,0.0001483,7750940.7,0.0001731,8430774.45,0.0001978,9066867.89,0.0002225,9680552.95,0.0002472,10280621.38,0.0002719,10871024.29,0.0002967,11453699.42,0.0003214,12029893.5,0.0003461,12600548.39,0.0003708,13166341.87,0.0003956,13727862.81,0.0004203,14285646.11,0.000445,14840093.78,0.0004697,15391557.99,0.0004944
1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,30,0.345137957,0.278683144,0.819392549,25000,0.2,4,0,400,0.3,1780,0.000134466,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1111451.79,2.44E-05,2222768.66,4.88E-05,3333375.52,7.32E-05,4429138.02,9.76E-05,5406578.9,0.000122,6160243.94,0.0001464,6758397.5,0.0001709,7287536.49,0.0001953,7781475.89,0.0002197,8254564.73,0.0002441,8713690.68,0.0002685,9162929.43,0.0002929,9604774.39,0.0003173,10040667.17,0.0003417,10471573.13,0.0003661,10898149.66,0.0003905,11320963.09,0.0004149,11740465.77,0.0004393,12157050.28,0.0004638,12570999.8,0.0004882
1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,30,0.402351273,0.270715135,0.946390304,25000,0.2,4,0,400,0.3,1780,0.000152275,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1214581.8,2.47E-05,2429163.6,4.93E-05,3643315.8,7.40E-05,4829552.93,9.86E-05,5894342.28,0.0001233,6753959.53,0.0001479,7470858.47,0.0001726,8110650.19,0.0001972,8709807.71,0.0002219,9286205.76,0.0002466,9848506.77,0.0002712,10400704.74,0.0002959,10945162.98,0.0003205,11483127.88,0.0003452,12015538.53,0.0003698,12543183.25,0.0003945,13066657.77,0.0004191,13586473.43,0.0004438,14103103.89,0.0004684,14616925.25,0.0004931
0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,30,0.566229806,0.126387121,1.40676237,25000,0.2,4,0,400,0.3,1780,0.000100047,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1320371.13,2.46E-05,2640742.26,4.93E-05,3961074.43,7.39E-05,5275227.96,9.86E-05,6537234.75,0.0001232,7654126.56,0.0001479,8609099.75,0.0001725,9463171.37,0.0001971,10278603.05,0.0002218,11079047.18,0.0002464,11871029.56,0.0002711,12657439.66,0.0002957,13439550.39,0.0003204,14218158.82,0.000345,14993783.32,0.0003696,15766867.87,0.0003943,16537713.59,0.0004189,17306554.29,0.0004436,18073606.04,0.0004682,18839037.7,0.0004929
1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,30,0.711534472,0.385186656,1.542519102,25000,0.2,4,0,400,0.3,1780,0.000383157,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1231320.79,2.46E-05,2462584.17,4.93E-05,3691966.58,7.39E-05,4875987.67,9.85E-05,5878647.29,0.0001232,6657858.96,0.0001478,7328227.52,0.0001724,7944737.06,0.0001971,8527783.65,0.0002217,9089193.92,0.0002464,9635105.54,0.000271,10169618.8,0.0002956,10695359.79,0.0003203,11213979.37,0.0003449,11726844.99,0.0003695,12234897.99,0.0003942,12738848.6,0.0004188,13239165.35,0.0004434,13736299.12,0.0004681,14230642.85,0.0004927
1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,30,0.941163046,0.373591337,2.12864379,25000,0.2,4,0,400,0.3,1780,0.000491554,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1307497.69,2.47E-05,2614995.37,4.95E-05,3921506.22,7.42E-05,5198173.26,9.90E-05,6325542.33,0.0001237,7253262.76,0.0001485,8049592.18,0.0001732,8778772.25,0.0001979,9472217.04,0.0002227,10144953.55,0.0002474,10803930.29,0.0002722,11452688.04,0.0002969,12093297.66,0.0003216,12726990.42,0.0003464,13354893.1,0.0003711,13977865.29,0.0003959,14596522.63,0.0004206,15211364.62,0.0004454,15822780.92,0.0004701,16431160.15,0.0004948
1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,30,0.513387398,0.12377288,1.178206251,25000,0.2,4,0,400,0.3,1780,8.88E-05,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1351231.78,2.49E-05,2702463.56,4.98E-05,4053649.18,7.47E-05,5385353.84,9.96E-05,6621732.06,0.0001245,7690984.31,0.0001494,8615040.97,0.0001743,9464074.72,0.0001992,10278524.21,0.0002241,11075376,0.000249,11860991.95,0.0002739,12638495.41,0.0002988,13409685.96,0.0003237,14175879.44,0.0003486,14937909.43,0.0003734,15696353.21,0.0003983,16451619.67,0.0004232,17204080.22,0.0004481,17954031.44,0.000473,18701703.68,0.0004979
0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,30,0.284422523,0.159567985,0.708168612,25000,0.2,4,0,400,0.3,1780,6.34E-05,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1220525.12,2.45E-05,2441050.24,4.90E-05,3661354.39,7.34E-05,4862613.8,9.79E-05,5972823.34,0.0001224,6906697.32,0.0001469,7664079.19,0.0001713,8334517.4,0.0001958,8966959.97,0.0002203,9579237.72,0.0002448,10179191.04,0.0002692,10770084.25,0.0002937,11353766.92,0.0003182,11931426.25,0.0003427,12504006.98,0.0003671,13072272.72,0.0003916,13636769.69,0.0004161,14197914.99,0.0004406,14756076.49,0.000465,15311571.88,0.0004895
1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,30,0.717519556,0.157879829,1.444422731,25000,0.2,4,0,400,0.3,1780,0.000158369,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1455686.62,2.49E-05,2911373.25,4.98E-05,4366856.53,7.48E-05,5794885.92,9.97E-05,7111953.11,0.0001246,8271963.52,0.0001495,9297363.49,0.0001745,10252275.4,0.0001994,11176014.77,0.0002243,12082989.45,0.0002492,12978740.73,0.0002742,13866133.6,0.0002991,14746732.23,0.000324,15621552.97,0.0003489,16491359.04,0.0003739,17356792.12,0.0003988,18218356.71,0.0004237,19076463.41,0.0004486,19931476.8,0.0004735,20783709.88,0.0004985
0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,30,0.799035251,0.156844475,1.729455793,25000,0.2,4,0,400,0.3,1780,0.000175204,230000,23000,23000,9000,9000,9000,0.26,0.26,0.26,0,0,1464543.63,2.47E-05,2929087.25,4.93E-05,4393356.89,7.40E-05,5840220.94,9.87E-05,7183743.49,0.0001234,8366581.72,0.000148,9425077.35,0.0001727,10415501.65,0.0001974,11374948.27,0.000222,12317469.55,0.0002467,13249659,0.0002714,14174455.42,0.000296,15093507.38,0.0003207,16007848.91,0.0003454,16918144.08,0.0003701,17824830.97,0.0003947,18728285.73,0.0004194,19628819.5,0.0004441,20526734.13,0.0004687,21422285.03,0.0004934
