0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,angle,yarnwidth,yarnheight,space,epoxy_e,epoxy_v,yield_strength_1,plastic_strain_1,yield_strength_2,plastic_strain_2,fibre_density (kg/m^3),fibre_lineardensity (kg/m),fibre_e1,fibre_e2,fibre_e3,fibre_g12,fibre_g23,fibre_g13,fibre_v1,fibre_v2,fibre_v3,S_0,E_0,S_1,E_1,S_2,E_2,S_3,E_3,S_4,E_4,S_5,E_5,S_6,E_6,S_7,E_7,S_8,E_8,S_9,E_9,S_10,E_10,S_11,E_11,S_12,E_12,S_13,E_13,S_14,E_14,S_15,E_15,S_16,E_16,S_17,E_17,S_18,E_18,S_19,E_19,S_20,E_20
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,45,0.217190646,0.257215691,0.519025144,20000,0.4,3,0,600,0.3,2550,0.000111884,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,972347.5,2.48E-05,1944695,4.97E-05,2917018.91,7.45E-05,3848721.37,9.93E-05,4606865.48,0.0001241,5212036.77,0.000149,5755135.55,0.0001738,6278399.47,0.0001986,6793542.71,0.0002235,7304332.61,0.0002483,7812340.82,0.0002731,8318334.88,0.000298,8822762.58,0.0003228,9325929.68,0.0003476,9828052.87,0.0003724,10329297.79,0.0003973,10829791.55,0.0004221,11329639.12,0.0004469,11828923.32,0.0004718,12327715.42,0.0004966
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,45,0.646288167,0.251129731,1.596189848,20000,0.4,3,0,600,0.3,2550,0.000325053,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,954315.56,2.50E-05,1908631.11,4.99E-05,2862946.67,7.49E-05,3807617.53,9.98E-05,4584256.04,0.0001248,5184928.61,0.0001497,5736176.59,0.0001747,6268568.19,0.0001996,6791686.82,0.0002246,7309603.84,0.0002496,7824278.91,0.0002745,8336682.58,0.0002995,8847383.16,0.0003244,9356728.98,0.0003494,9864978.54,0.0003743,10372322.36,0.0003993,10878896.42,0.0004242,11384819.4,0.0004492,11890184.31,0.0004742,12395065.56,0.0004991
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,45,0.900625827,0.205986855,2.102339861,20000,0.4,3,0,600,0.3,2550,0.000371547,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,984166.07,2.48E-05,1968332.13,4.96E-05,2952498.2,7.44E-05,3932257.38,9.92E-05,4754922.66,0.000124,5404876.38,0.0001488,6009744.46,0.0001736,6595805.81,0.0001984,7171867.06,0.0002232,7742498.38,0.000248,8309657.99,0.0002728,8874290.56,0.0002976,9437026.07,0.0003224,9998283.11,0.0003472,10558341.95,0.000372,11117417.53,0.0003968,11675685.59,0.0004216,12233269.64,0.0004464,12790280.12,0.0004712,13346804.9,0.000496
0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,45,0.263660113,0.263445624,0.640548326,20000,0.4,3,0,600,0.3,2550,0.000139112,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,948042.75,2.47E-05,1896085.5,4.94E-05,2844121.78,7.41E-05,3748822.63,9.88E-05,4459914.73,0.0001235,5019337.6,0.0001482,5522633.66,0.0001728,6005460.23,0.0001975,6478487.65,0.0002222,6945942.39,0.0002469,7409824.74,0.0002716,7871192.91,0.0002963,8330693.75,0.000321,8788708.95,0.0003457,9245512.78,0.0003704,9701307.13,0.0003951,10156258.09,0.0004198,10610497.47,0.0004445,11064118.98,0.0004691,11517207.94,0.0004938
1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,45,0.873160112,0.18660212,2.12426653,20000,0.4,3,0,600,0.3,2550,0.000326318,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,967188.17,2.48E-05,1934376.34,4.96E-05,2901564.59,7.45E-05,3866157,9.93E-05,4680638.13,0.0001241,5311594.05,0.0001489,5897753.42,0.0001737,6465384.66,0.0001985,7023731.42,0.0002234,7576870.61,0.0002482,8126552.36,0.000273,8673702.33,0.0002978,9218975.03,0.0003226,9762721.4,0.0003475,10305259.93,0.0003723,10846802.1,0.0003971,11387524.99,0.0004219,11927560.29,0.0004467,12467018.27,0.0004715,13005983.25,0.0004964
0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,45,0.670499648,0.373572666,1.668319879,20000,0.4,3,0,600,0.3,2550,0.000501653,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,945602.98,2.49E-05,1891205.96,4.99E-05,2836796.26,7.48E-05,3759275.41,9.97E-05,4503225.97,0.0001246,5084887.55,0.0001496,5609267.88,0.0001745,6113586.17,0.0001994,6608540.77,0.0002244,7098423.23,0.0002493,7585138.81,0.0002742,8069584.42,0.0002992,8552298.06,0.0003241,9033642.8,0.000349,9513865.34,0.0003739,9993155.48,0.0003989,10471655.13,0.0004238,10949483.11,0.0004487,11426729.38,0.0004737,11903467.35,0.0004986
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,45,0.761087674,0.225900271,1.803267338,20000,0.4,3,0,600,0.3,2550,0.000344335,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,967312.66,2.47E-05,1934625.33,4.94E-05,2901937.91,7.41E-05,3858009.08,9.88E-05,4636044.09,0.0001234,5249487.1,0.0001481,5815000.93,0.0001728,6361472.68,0.0001975,6898303.29,0.0002222,7429504.12,0.0002469,7956955.56,0.0002716,8481668.16,0.0002963,9004313.55,0.0003209,9525343.66,0.0003456,10045096.2,0.0003703,10563813.56,0.000395,11081661.73,0.0004197,11598775.81,0.0004444,12115256.15,0.0004691,12631193.65,0.0004938
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,45,0.706156873,0.237513187,1.808848473,20000,0.4,3,0,600,0.3,2550,0.000335907,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,939058.12,2.49E-05,1878116.25,4.99E-05,2817174.15,7.48E-05,3748256.62,9.97E-05,4504163.44,0.0001247,5079872.31,0.0001496,5605189.51,0.0001746,6111803.07,0.0001995,6609151.29,0.0002244,7101089.7,0.0002494,7589462.26,0.0002743,8075327.72,0.0002992,8559287.56,0.0003242,9041766.72,0.0003491,9523059.65,0.000374,10003379.44,0.000399,10482881.67,0.0004239,10961704.61,0.0004489,11439938.62,0.0004738,11917667.51,0.0004987
1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,45,0.233540431,0.373804165,0.548576772,20000,0.4,3,0,600,0.3,2550,0.000174838,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,999063.24,2.46E-05,1998126.49,4.91E-05,2997081.19,7.37E-05,3950839.65,9.82E-05,4745101.01,0.0001228,5391890.7,0.0001474,5974610.58,0.0001719,6537855.16,0.0001965,7093074,0.000221,7643878.41,0.0002456,8191699.11,0.0002702,8737388.14,0.0002947,9281421.99,0.0003193,9824109.75,0.0003438,10365693.44,0.0003684,10906351.11,0.000393,11446216.29,0.0004175,11985409.37,0.0004421,12524020.64,0.0004666,13062130.33,0.0004912
1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,45,0.805860521,0.39860591,2.007696877,20000,0.4,3,0,600,0.3,2550,0.00064333,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,944928.15,2.48E-05,1889856.3,4.96E-05,2834784.61,7.44E-05,3767248.08,9.92E-05,4530622.91,0.000124,5118334.01,0.0001488,5657700.39,0.0001736,6177267.61,0.0001984,6686812.2,0.0002232,7190619.65,0.000248,7690911.44,0.0002728,8188792.84,0.0002976,8684945.64,0.0003224,9179748.34,0.0003472,9673445.77,0.000372,10166233.92,0.0003968,10658249.66,0.0004216,11149607.39,0.0004464,11640395.76,0.0004712,12130681.63,0.000496
1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,45,0.54175887,0.26173842,1.359643497,20000,0.4,3,0,600,0.3,2550,0.00028399,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,945852.02,2.50E-05,1891704.04,5.00E-05,2837546.4,7.50E-05,3770753.59,0.0001,4527931.15,0.0001249,5115181.27,0.0001499,5650707.57,0.0001749,6166391.23,0.0001999,6672615.08,0.0002249,7173615.72,0.0002499,7671373.62,0.0002749,8166897.44,0.0002999,8660772.43,0.0003249,9153368.53,0.0003498,9644921.29,0.0003748,10135589.67,0.0003998,10625506.61,0.0004248,11114776.88,0.0004498,11603491.52,0.0004748,12091729.29,0.0004998
0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,45,0.309008728,0.219121814,0.786064058,20000,0.4,3,0,600,0.3,2550,0.000135608,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,920456.57,2.46E-05,1840913.14,4.92E-05,2761369.9,7.38E-05,3661668.68,9.84E-05,4379107.92,0.000123,4933882.34,0.0001476,5429374.11,0.0001721,5901732.71,0.0001967,6363685.21,0.0002213,6820236.3,0.0002459,7273459.13,0.0002705,7724291.96,0.0002951,8173284.13,0.0003197,8620819.31,0.0003443,9067181.13,0.0003689,9512564.4,0.0003935,9957122.88,0.0004181,10400977.5,0.0004427,10844223.8,0.0004672,11286943.87,0.0004918
0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,45,0.664734509,0.3551956,1.652704858,20000,0.4,3,0,600,0.3,2550,0.000472874,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,942829.83,2.48E-05,1885659.65,4.96E-05,2828487.51,7.44E-05,3744884.18,9.92E-05,4479552.53,0.0001241,5058833.51,0.0001489,5579122.98,0.0001737,6077523.05,0.0001985,6565425.2,0.0002233,7047529.34,0.0002481,7526043.07,0.0002729,8002035.57,0.0002977,8476125.34,0.0003225,8948704.82,0.0003474,9420064.87,0.0003722,9890410.48,0.000397,10359901.96,0.0004218,10828658.44,0.0004466,11296771.92,0.0004714,11764323.87,0.0004962
0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,45,0.733528665,0.263414526,1.723963177,20000,0.4,3,0,600,0.3,2550,0.000386979,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,971690.77,2.48E-05,1943381.55,4.96E-05,2915072.25,7.44E-05,3878345.69,9.92E-05,4673835.31,0.000124,5302952.68,0.0001488,5882844.15,0.0001736,6442568.62,0.0001984,6993633.34,0.0002232,7539957.69,0.000248,8083311.65,0.0002729,8624609.11,0.0002977,9164351.17,0.0003225,9702899.07,0.0003473,10240487.23,0.0003721,10777290.61,0.0003969,11313431.52,0.0004217,11849017.53,0.0004465,12384127.92,0.0004713,12918829.5,0.0004961
0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,45,0.815709427,0.282719293,2.027793465,20000,0.4,3,0,600,0.3,2550,0.000461871,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,950533.64,2.48E-05,1901067.27,4.97E-05,2851600.91,7.45E-05,3789769.11,9.94E-05,4544114.75,0.0001242,5130110.11,0.0001491,5666992.66,0.0001739,6185104.13,0.0001987,6693426.86,0.0002236,7195796.06,0.0002484,7694256.49,0.0002733,8189982.79,0.0002981,8683644.16,0.000323,9175703.44,0.0003478,9666497.03,0.0003727,10156230.33,0.0003975,10645065.72,0.0004223,11133137.74,0.0004472,11620554.04,0.000472,12107406.12,0.0004969
1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,45,0.594959561,0.143340094,1.465719182,20000,0.4,3,0,600,0.3,2550,0.000170799,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,959100.82,2.48E-05,1918201.65,4.96E-05,2877302.4,7.43E-05,3833302.33,9.91E-05,4634379.39,0.0001239,5254825.97,0.0001487,5827393.04,0.0001735,6381094.21,0.0001982,6925601.08,0.000223,7464681.94,0.0002478,8000181.15,0.0002726,8533072.92,0.0002973,9063990.58,0.0003221,9593363.73,0.0003469,10121495.26,0.0003717,10648637.91,0.0003965,11174966.69,0.0004212,11700606.43,0.000446,12225670.96,0.0004708,12750239.82,0.0004956
0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,45,0.904653754,0.231083931,2.174139019,20000,0.4,3,0,600,0.3,2550,0.00041868,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,967915.24,2.48E-05,1935830.48,4.96E-05,2903745.79,7.44E-05,3867046.37,9.92E-05,4676378.28,0.0001239,5307881.14,0.0001487,5893003.69,0.0001735,6458966.7,0.0001983,7015417.5,0.0002231,7566619.86,0.0002479,8114508.35,0.0002727,8659986.8,0.0002975,9203666.81,0.0003222,9745937.33,0.000347,10287078.84,0.0003718,10827304.23,0.0003966,11366771.15,0.0004214,11905594.23,0.0004462,12443866.62,0.000471,12981672.25,0.0004958
1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,45,0.954032966,0.114029066,2.377741641,20000,0.4,3,0,600,0.3,2550,0.000217876,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,971582.55,2.49E-05,1943165.11,4.98E-05,2914747.84,7.46E-05,3885831.14,9.95E-05,4733446.38,0.0001244,5382763.89,0.0001493,5988726.3,0.0001742,6577689.88,0.0001991,7157606.12,0.0002239,7732095.4,0.0002488,8302899.83,0.0002737,8870993.38,0.0002986,9436982.52,0.0003235,10001286.44,0.0003484,10564174.45,0.0003732,11125897.89,0.0003981,11686657.79,0.000423,12246594.52,0.0004479,12805822.82,0.0004728,13364437.54,0.0004977
0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,45,0.247589121,0.35605302,0.604063735,20000,0.4,3,0,600,0.3,2550,0.000176553,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,947317.56,2.42E-05,1894635.12,4.85E-05,2841943.12,7.27E-05,3747083.83,9.70E-05,4488945.66,0.0001212,5077940.95,0.0001455,5598919.83,0.0001697,6097051.24,0.0001939,6585880.95,0.0002182,7069663.8,0.0002424,7550148.82,0.0002667,8028267.31,0.0002909,8504556.68,0.0003152,8979373.16,0.0003394,9452975.6,0.0003637,9925563.65,0.0003879,10397292.13,0.0004121,10868279.38,0.0004364,11338621.06,0.0004606,11808396.06,0.0004849
1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,45,0.725669652,0.170730774,1.623332557,20000,0.4,3,0,600,0.3,2550,0.000248131,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,1004517.94,2.49E-05,2009035.88,4.98E-05,3013553.83,7.47E-05,4007204.06,9.96E-05,4823650.55,0.0001245,5483007.92,0.0001494,6099075.37,0.0001743,6697247.84,0.0001992,7286075.05,0.0002241,7869391.86,0.000249,8449075.6,0.0002739,9026251.61,0.0002988,9601494.19,0.0003237,10175225.45,0.0003486,10747759.91,0.0003735,11319332.29,0.0003984,11890114.23,0.0004233,12460233.75,0.0004482,13029785.48,0.0004731,13598850.14,0.000498
1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,45,0.694217854,0.323964993,1.716938082,20000,0.4,3,0,600,0.3,2550,0.000450426,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,948828.31,2.49E-05,1897656.63,4.98E-05,2846481.41,7.47E-05,3777527.46,9.96E-05,4530174.52,0.0001245,5119358.47,0.0001494,5655096.98,0.0001743,6170531.46,0.0001992,6676026.57,0.0002242,7176034.02,0.0002491,7672532.34,0.000274,8166605.57,0.0002989,8658838.48,0.0003238,9149619.85,0.0003487,9639220.57,0.0003736,10127842.19,0.0003985,10615640.04,0.0004234,11102730.6,0.0004483,11589210.05,0.0004732,12075156.02,0.0004981
1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,45,0.890969563,0.337260886,2.105151443,20000,0.4,3,0,600,0.3,2550,0.000601809,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,968389.26,2.48E-05,1936778.52,4.95E-05,2905167.87,7.43E-05,3858380.64,9.91E-05,4631182.36,0.0001238,5246806.83,0.0001486,5810125.32,0.0001734,6352938.55,0.0001981,6886304.07,0.0002229,7414251.63,0.0002477,7938533.39,0.0002724,8460240.18,0.0002972,8980034.76,0.000322,9498357.5,0.0003467,10015501.77,0.0003715,10531673.28,0.0003962,11047029.19,0.000421,11561689.76,0.0004458,12075760,0.0004705,12589324.66,0.0004953
1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,45,0.490735615,0.211154742,1.15858163,20000,0.4,3,0,600,0.3,2550,0.000207529,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,963754.56,2.48E-05,1927509.11,4.95E-05,2891258.74,7.43E-05,3839702.78,9.91E-05,4621585.16,0.0001239,5238673.48,0.0001486,5804966.43,0.0001734,6351443.86,0.0001982,6888491.22,0.000223,7420277,0.0002477,7948898.58,0.0002725,8475253.04,0.0002973,8999942.63,0.0003221,9523356.24,0.0003468,10045757.68,0.0003716,10567323.53,0.0003964,11088191.49,0.0004212,11608459.29,0.0004459,12128216.28,0.0004707,12647531.82,0.0004955
1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,45,0.758844952,0.208248255,1.861044271,20000,0.4,3,0,600,0.3,2550,0.000316493,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,961960.99,2.49E-05,1923921.98,4.97E-05,2885882.97,7.46E-05,3837972.02,9.95E-05,4615540.08,0.0001243,5218740.07,0.0001492,5774689.15,0.0001741,6311587.66,0.0001989,6838865.34,0.0002238,7360264.77,0.0002487,7877703.36,0.0002735,8392189.54,0.0002984,8904459.78,0.0003233,9415011.65,0.0003481,9924181.54,0.000373,10432246.77,0.0003979,10939409.03,0.0004227,11445817.6,0.0004476,11951580.62,0.0004725,12456794.3,0.0004973
0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,45,0.313465809,0.3875374,0.779299002,20000,0.4,3,0,600,0.3,2550,0.000243295,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,950906.81,2.48E-05,1901813.61,4.96E-05,2852632.62,7.44E-05,3755436.99,9.92E-05,4467740.44,0.000124,5027664.53,0.0001488,5531496.52,0.0001736,6014567.9,0.0001984,6487930.74,0.0002233,6955933.14,0.0002481,7420555.48,0.0002729,7882781.97,0.0002977,8343166.03,0.0003225,8802069.5,0.0003473,9259773.34,0.0003721,9716480.19,0.0003969,10172359.47,0.0004217,10627523.58,0.0004465,11082073.82,0.0004713,11536088.53,0.0004961
0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,45,0.681229108,0.251557785,1.672661591,20000,0.4,3,0,600,0.3,2550,0.000343211,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,954543.17,2.49E-05,1909086.34,4.97E-05,2863629.5,7.46E-05,3808097.3,9.95E-05,4576614.64,0.0001243,5175517.64,0.0001492,5725268.68,0.0001741,6256255.55,0.0001989,6777631.15,0.0002238,7293396.94,0.0002486,7805518.79,0.0002735,8315100.94,0.0002984,8822838.2,0.0003232,9329150.39,0.0003481,9834329.63,0.000373,10338573.89,0.0003978,10842041.45,0.0004227,11344849.03,0.0004476,11847085.86,0.0004724,12348833.81,0.0004973
0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,45,0.646584707,0.371813147,1.524278851,20000,0.4,3,0,600,0.3,2550,0.000481482,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,969420.01,2.50E-05,1938840.01,5.00E-05,2908251.97,7.49E-05,3840446.3,9.99E-05,4569980.05,0.0001249,5154587.76,0.0001499,5688882.21,0.0001749,6203693.7,0.0001998,6709122.36,0.0002248,7209069.94,0.0002498,7705540.87,0.0002748,8199587.72,0.0002998,8691824.33,0.0003247,9182640.87,0.0003497,9672315.02,0.0003747,10161062.73,0.0003997,10649028.26,0.0004247,11136324.15,0.0004496,11623045.66,0.0004746,12109274.46,0.0004996
1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,45,0.567803166,0.22437006,1.517619089,20000,0.4,3,0,600,0.3,2550,0.000255148,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,907526.11,2.47E-05,1815052.23,4.94E-05,2722578.34,7.41E-05,3625592.52,9.88E-05,4374652.6,0.0001235,4931970.09,0.0001482,5433512.11,0.0001729,5914387.94,0.0001976,6385580.29,0.0002223,6851491.6,0.000247,7314112.02,0.0002717,7774417.95,0.0002964,8233013.5,0.0003211,8690239.23,0.0003458,9146382.1,0.0003706,9601630.13,0.0003953,10056143.42,0.00042,10510026.16,0.0004447,10963372.76,0.0004694,11416251.18,0.0004941
1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,45,0.328309807,0.178144096,0.768023278,20000,0.4,3,0,600,0.3,2550,0.000117135,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,954696.99,2.44E-05,1909393.99,4.88E-05,2864091.09,7.32E-05,3802304.75,9.76E-05,4586798.04,0.000122,5201636.28,0.0001464,5762258.85,0.0001708,6302621.67,0.0001953,6832792.36,0.0002197,7357474.91,0.0002441,7878999.22,0.0002685,8398362.77,0.0002929,8916090.82,0.0003173,9432563.47,0.0003417,9948017.52,0.0003661,10462630.56,0.0003905,10976526.64,0.0004149,11489819.45,0.0004393,12002589.8,0.0004637,12514902.53,0.0004881
1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,45,0.624515767,0.321289253,1.529662915,20000,0.4,3,0,600,0.3,2550,0.000401855,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,950438.53,2.49E-05,1900877.05,4.98E-05,2851315.58,7.47E-05,3784039.12,9.96E-05,4538344.52,0.0001245,5132082.28,0.0001494,5670606.11,0.0001742,6188372.32,0.0001991,6696543.74,0.000224,7199747.45,0.0002489,7699765.45,0.0002738,8197554.14,0.0002987,8693723.55,0.0003236,9188604.86,0.0003485,9682424.09,0.0003734,10175330.88,0.0003983,10667474.85,0.0004232,11158966.93,0.0004481,11649892.92,0.0004729,12140332.34,0.0004978
1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,45,0.471362317,0.100086368,1.194475245,20000,0.4,3,0,600,0.3,2550,9.45E-05,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,940526.26,2.45E-05,1881052.52,4.90E-05,2821578.64,7.36E-05,3760079.52,9.81E-05,4563904.62,0.0001226,5169734.83,0.0001471,5725923.42,0.0001716,6262874.16,0.0001962,6789542.98,0.0002207,7310232.57,0.0002452,7826843.69,0.0002697,8340555,0.0002942,8852087,0.0003188,9361890.84,0.0003433,9870310.63,0.0003678,10377604.47,0.0003923,10883945.51,0.0004169,11389467.1,0.0004414,11894292.9,0.0004659,12398527.23,0.0004904
0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,45,0.970226918,0.14880277,2.279838831,20000,0.4,3,0,600,0.3,2550,0.000289144,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,993946.94,2.49E-05,1987893.89,4.98E-05,2981840.93,7.48E-05,3972297.83,9.97E-05,4805519.47,0.0001246,5466873.57,0.0001495,6085005.54,0.0001745,6684547.43,0.0001994,7274489.96,0.0002243,7858481.11,0.0002492,8438250.52,0.0002742,9014989.66,0.0002991,9589479.23,0.000324,10162224.02,0.0003489,10733565.09,0.0003739,11303742.71,0.0003988,11872957.75,0.0004237,12441365.58,0.0004486,13009091.26,0.0004735,13576239.39,0.0004985
1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,45,0.274868523,0.371370198,0.676193249,20000,0.4,3,0,600,0.3,2550,0.000204438,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,940119.8,2.43E-05,1880239.6,4.85E-05,2820341.36,7.28E-05,3724171.5,9.70E-05,4464416.39,0.0001213,5048231.85,0.0001455,5564002.77,0.0001698,6056431.39,0.0001941,6539402.88,0.0002183,7017409.79,0.0002426,7492205.61,0.0002668,7964728.8,0.0002911,8435490.29,0.0003153,8904845.91,0.0003396,9373037.31,0.0003638,9840265.18,0.0003881,10306680.04,0.0004124,10772393.5,0.0004366,11237510,0.0004609,11702104.29,0.0004851
0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,45,0.523750698,0.125516799,1.164252324,20000,0.4,3,0,600,0.3,2550,0.000131661,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,996437.93,2.47E-05,1992875.86,4.93E-05,2989314.01,7.40E-05,3976354.81,9.86E-05,4804298.56,0.0001233,5470312.83,0.0001479,6088837.07,0.0001726,6688869.67,0.0001972,7279669.87,0.0002219,7864530.24,0.0002465,8445628.68,0.0002712,9024060.51,0.0002958,9600536.58,0.0003205,10175501.2,0.0003452,10749277.24,0.0003698,11322092.56,0.0003945,11894114.32,0.0004191,12465474.48,0.0004438,13036278.62,0.0004684,13606608.57,0.0004931
0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,45,0.376335029,0.112416006,0.866834022,20000,0.4,3,0,600,0.3,2550,8.47E-05,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,966073.78,2.43E-05,1932147.56,4.87E-05,2898221.1,7.30E-05,3856647.56,9.73E-05,4673718.4,0.0001216,5317399.33,0.000146,5910032.27,0.0001703,6481881.95,0.0001946,7043879.44,0.000219,7600581.09,0.0002433,8153961.96,0.0002676,8705088.74,0.0002919,9254537.97,0.0003163,9802686.98,0.0003406,10349806.92,0.0003649,10896078.51,0.0003892,11441644.26,0.0004136,11986618.28,0.0004379,12531085.67,0.0004622,13075112.41,0.0004866
0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,45,0.667995748,0.362924495,1.614578304,20000,0.4,3,0,600,0.3,2550,0.000485534,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,947384.83,2.47E-05,1894769.66,4.93E-05,2842122.9,7.40E-05,3757708.02,9.87E-05,4489229.51,0.0001234,5069020.46,0.000148,5590342.57,0.0001727,6089398.11,0.0001974,6578138.98,0.000222,7061160.83,0.0002467,7540568.64,0.0002714,8017425.65,0.0002961,8492347.5,0.0003207,8965733.52,0.0003454,9437870.68,0.0003701,9908953.82,0.0003947,10379147.93,0.0004194,10848578.51,0.0004441,11317344.73,0.0004688,11785522.06,0.0004934
